,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,#N/A,,Protein,150,123.61971226415095,,26.380287735849052
,,,,,,,,,,,,,,,,#N/A,,Fat,70,94.93524716981132,-18.44961865828091,-24.93524716981132
,,,,,,,,,,,,,,,,#N/A,,Carb,220,205.40733584905658,-41.511641981132044,14.59266415094342
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,14.29425,,18.367750000000008
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,2110,2170.525416981132,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,123.61971226415095,94.93524716981132,205.40733584905658,14.29425,0,80.37897735849057,100.56374716981132,4471.312143396226,507.52,1504.4022264150944,4.2005,131.73205660377357,,2170.525416981132,,,,,,,
Goals,,150,70,220,29.54,0,,,,,,,,,2110,,,,,,,
