,Amount,Protein,Fat,Carbs,Fiber,Alcohol,Sugar,Saturated Fats,Sodium,Cholesterol,Potassium,Iron,Ca,Source,Calories,Match Index,,,,,,
Cabbage white raw,240,3.12,0.24,6.719999999999999,5.76,0,6.719999999999999,0,33.6,0,638.4000000000001,1.104,76.8,Australian Government,41.519999999999996,240,,,,,,
Oil olive,7.5,0,7.492500000000001,0,0,0,0,1.2195000000000003,0,0,0,0,0,Australian Government,67.4325,717,,,,,,
Butter plain no added salt,7.5,0.0825,6.097499999999999,0,0,0,0,5.2185,0.75,12.524999999999999,1.725,0.00075,1.2750000000000001,Australian Government,55.20749999999999,233,,,,,,
Sourdough Bread 100% Caputo 70% Hydration,90,8.25552,0.63504,45.405359999999995,1.90512,0,0.63504,0.190512,507.42288,0,1.27008,0,1.33056,Own Recipe,220.35888,1261,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Snack 2 - 145.07028,,,,,,,,,,,,,,,,,,,,,,
Sourdough Bread 100% Caputo 70% Hydration,40,3.6691200000000004,0.28224000000000005,20.180159999999997,0.8467199999999999,0,0.28224000000000005,0.084672,225.52128,0,0.5644800000000001,0,0.59136,Own Recipe,97.93727999999999,1261,,,,,,
Oil olive,3,0,2.9970000000000003,0,0,0,0,0.48780000000000007,0,0,0,0,0,Australian Government,26.973000000000003,717,,,,,,
Tomato common raw,140,0.84,0,4.2,1.5400000000000003,0,3.5,0,5.6000000000000005,0,294,0.322,15.4,Australian Government,20.16,1060,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
Dinner - 697.105,Recipe: https://nomoneynotime.com.au/healthy-easy-recipes/christmas-slaw,,,,,,,,,,,,,,,,,,,,,
Coles Thin Egg Noodles,1.5,8.399999999999999,0,63.599999999999994,3.75,0,2.0999999999999996,0,249,0,0,0,0,Coles,288,1182,,,,,,
Tuna canned in brine drained,130,33.93,3.3800000000000003,0,0,0,0,57.2,260,68.9,266.5,1.508,6.5,Australian Government,166.14,1073,,,,,,
Chickpea canned drained,120,7.5600000000000005,2.52,15.96,6.84,0,0.72,15.3,300,0,168,2.16,54,Australian Government,116.76,311,,,,,,
Anchovy canned in oil drained,15,3.81,1.3350000000000002,0,0,0,0,3.495,822,11.55,27,0.375,25.049999999999997,Australian Government,27.255000000000003,9,,,,,,
Oil olive,10,0,9.990000000000002,0,0,0,0,1.6260000000000003,0,0,0,0,0,Australian Government,89.91000000000003,717,,,,,,
Garlic peeled fresh raw,10,0.61,0.27999999999999997,1.02,1.69,0,0.15,3.5,0.8,0,51,0.17,3,Australian Government,9.04,454,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,,,,Daily Totals:,Goals:,Actual:,,
,,,,,,,,,,,,,,,,,,Protein,150,135.70457000000005,,14.295429999999953
,,,,,,,,,,,,,,,,,,Fat,70,59.33439000000001,13.938716666666664,10.665609999999987
,,,,,,,,,,,,,,,,,,Carb,220,212.63550999999998,31.362112499999995,7.364490000000018
,,,,,,,,,,,,,,,,,,Fibre,32.662000000000006,25.202170000000002,,7.459830000000004
,,,,,,,,,,,,,,,,,,Alcohol,0,0,,
,,,,,,,,,,,,,,,,,,Calories,2110,1927.36983,,
,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,135.70457000000005,59.33439000000001,212.63550999999998,25.202170000000002,0,29.339139999999993,206.01369200000002,3171.76858,720.4949999999999,2929.3437799999997,10.406374999999999,507.77646,,1927.36983,,,,,,,
Goals,,150,70,220,29.54,0,,,,,,,,,2110,,,,,,,
